fact_id,source_id,publisher,doc_type,species,substance,scientific_name,toxic_part,threshold_type,dose,unit,max_value,basis,life_stage,feeding_level,triage_level,effect,signs,onset,escalation_conditions,quote,locator,accessed_at,citation,extracted_by,note
F-012-006,S-012,Cornell Feline Health Center,symptom,cat,췌장염 예후,,,,,,,,,,,"경증~중등도는 회복 예후가 대체로 매우 좋음, 재발 가능 · 중증 급성 췌장염은 치명적일 수 있음",,,,,"""Prognosis"" 절",2026-07-31,,ohb,"원문 'For cats with mild to moderate forms of disease, the prognosis for recovery is generally very good' · 'Severe acute pancreatitis can be fatal.' 이 자료 전체에 '수의사에게 연락하라' 같은 행동 지시가 없어 triage_level 을 어느 행에도 넣지 않았다 — 질환 설명 문서라 그렇다. 팀장 확인."
F-014-001,S-014,FOUR PAWS International,toxicity_food,cat,알리움류(양파·마늘·리크·차이브),"Allium cepa, Allium sativum, Allium porrum, Allium schoenoprasum",,임상징후 발현,0.5,%,,체중 대비,,NEVER,,위장 점막 자극 및 적혈구 손상에 따른 빈혈,구토|설사|무기력|호흡곤란|빈맥|복부 통증,수일 후,,,"""Allium plants (garlic, onions, chives and leeks)"" 절",2026-07-31,,ohb,"원문 'The amount that is toxic to a cat is 0.5% of body weight.' — '독성이 나타나는 양'이라 threshold_type 을 '임상징후 발현'으로 잡았다. 단위는 원문 그대로 %(체중 대비)이며 g 으로 환산하지 않았다 — 팀장이 원문과 대조할 것. onset 은 원문 'The signs of poisoning – which may not appear until several days later' 를 옮긴 것이라 '수일 후'로만 적었다(구체 시간 없음). 원문은 '생·조리·가공·건조 등 조리 방식과 무관하게 독성'이라고 명시해 NEVER. 본문에 각주 1,2,3,4 가 달려 있으나 이 스냅샷에 참고문헌 목록이 없어 citation 을 비웠다 — 0.5% 수치의 근거가 각주 4 이므로 원문 참고문헌 재수집이 필요하다(팀장 확인). ※ 배정표 품질 '부분' — 이 스냅샷은 도입부와 Allium 한 항목에서 끊겼고 초콜릿·카페인·포도 등 나머지 항목이 통째로 누락돼 이 자료에서 뽑을 수 있는 행이 1건뿐이다. 재수집 필요."
F-016-001,S-016,Agriculture Victoria (주정부),toxicity_food,cat,알코올(주류·알코올 함유 식품),,,,,,,,,NEVER,,중추신경 억제 및 사망 가능,구토|설사|협조운동 저하|호흡곤란|떨림|혼수|사망,,,,"""Alcohol"" 절",2026-07-31,,ohb,원문 도입이 '먹이지 말아야 할 사람 음식'이라고 밝혀 NEVER. 원문 말미에 정보 출처가 ASPCA · RSPCA · Purina · Cornell University Department of Animal Science 라고만 적혀 있고 항목별 출처 표기는 없다.
F-016-002,S-016,Agriculture Victoria (주정부),toxicity_food,cat,초콜릿(테오브로민·카페인),,,,,,,,,NEVER,,,불안·안절부절|흥분|과다행동|신경과민|떨림|구토|설사|음수량 및 배뇨 증가|심박수 증가|발작,,,,"""Chocolate"" 절",2026-07-31,,ohb,"원문 'Toxicity is dose related meaning that the overall effect ... depends on the size of the cat, the amount eaten and the type of chocolate' — 용량 의존이라고만 하고 수치가 없어 dose·threshold_type 을 비웠다. 종류별 위험도도 원문에 있다: 다크초콜릿 > 밀크초콜릿, 화이트초콜릿이 메틸잔틴 함량이 가장 낮고 베이킹초콜릿이 가장 높다. 원문에 'methlyzanthine' 오식이 있다(정상 표기 methylxanthine) — 고치지 않고 그대로 둔다. 원문 도입이 '먹이지 말아야 할 사람 음식'이라고 밝혀 NEVER. 원문 말미에 정보 출처가 ASPCA · RSPCA · Purina · Cornell University Department of Animal Science 라고만 적혀 있고 항목별 출처 표기는 없다."
F-016-003,S-016,Agriculture Victoria (주정부),toxicity_food,cat,커피·카페인 제품(차 포함),,,,,,,,,NEVER,,다량 섭취 시 치명적일 수 있으며 해독제가 없음,불안·안절부절|빠른 호흡|심박 이상|체온 상승|근육 떨림|발작|허탈,,,,"""Coffee or caffeine products (including tea)"" 절",2026-07-31,,ohb,"원문 'In large enough doses, caffeine can be fatal for a cat and there is no antidote.' — 'large enough doses' 라고만 하고 수치가 없어 dose·threshold_type 을 비웠다. 원문 도입이 '먹이지 말아야 할 사람 음식'이라고 밝혀 NEVER. 원문 말미에 정보 출처가 ASPCA · RSPCA · Purina · Cornell University Department of Animal Science 라고만 적혀 있고 항목별 출처 표기는 없다."
F-016-004,S-016,Agriculture Victoria (주정부),toxicity_food,cat,익힌 뼈,,,,,,,,,NEVER,,뼈가 쪼개져 위장관 폐색 또는 열상 유발,,,,,"""Cooked bones"" 절",2026-07-31,,ohb,원문 도입이 '먹이지 말아야 할 사람 음식'이라고 밝혀 NEVER. 원문 말미에 정보 출처가 ASPCA · RSPCA · Purina · Cornell University Department of Animal Science 라고만 적혀 있고 항목별 출처 표기는 없다.
F-016-005,S-016,Agriculture Victoria (주정부),toxicity_food,cat,포도·건포도·설타나·커런트,,,역치 없음,,,,,,NEVER,,신부전,,,,,"""Grapes, raisins, sultanas and currants"" 절",2026-07-31,,ohb,"원문 'The toxic substance within grapes and raisins is unknown, but even a small amount of ingestion can lead to kidney failure.' — '아주 소량으로도'라는 표현을 근거로 threshold_type 을 '역치 없음'으로 잡았다. 원문에 'no safe dose' 라는 직접 표현은 없으므로 팀장이 원문과 대조할 것 (같은 판단을 F-010-003 백합에도 적용했다). 독성 성분은 원문이 '불명'이라고 밝힌다. 원문 도입이 '먹이지 말아야 할 사람 음식'이라고 밝혀 NEVER. 원문 말미에 정보 출처가 ASPCA · RSPCA · Purina · Cornell University Department of Animal Science 라고만 적혀 있고 항목별 출처 표기는 없다."
F-016-006,S-016,Agriculture Victoria (주정부),toxicity_food,cat,우유·유제품,,,,,,,,,NEVER,,유당분해효소(락타아제) 부족으로 인한 소화 장애,설사|소화기 불편,,,,"""Milk and dairy"" 절",2026-07-31,,ohb,원문 'Adult cats do not possess significant amounts of lactase ... so milk and other dairy based products can cause diarrhoea or other digestive upset.' 중독이 아니라 소화 장애인데도 '먹이지 말아야 할 음식' 목록에 있어 NEVER 로 잡았다 — 다른 자료에서 CAUTION 으로 잡힐 수 있는 항목이라 팀장 확인 필요. 원문은 '성묘'를 명시하지만 life_stage 는 급여 대상 전체를 좁히는 칸이 아니어서 비웠다. 원문 도입이 '먹이지 말아야 할 사람 음식'이라고 밝혀 NEVER. 원문 말미에 정보 출처가 ASPCA · RSPCA · Purina · Cornell University Department of Animal Science 라고만 적혀 있고 항목별 출처 표기는 없다.
F-016-007,S-016,Agriculture Victoria (주정부),toxicity_food,cat,양파·감자·마늘·리크·차이브,,,,,,,,,NEVER,,적혈구 손상에 따른 빈혈 및 위장관 자극,창백한 잇몸|심박수 증가|호흡수 증가|허탈,,,,"""Onions, potato, garlic, leeks and chives"" 절",2026-07-31,,ohb,"원문이 감자(potato)를 알리움류와 같은 묶음에 넣는데, 다른 자료(S-014 FOUR PAWS)의 알리움 설명에는 감자가 없다 — 원문 그대로 두되 팀장 확인 필요. 원문에 'Toxic doses of colic can cause' 라는 문장이 있는데 'colic' 은 문맥상 onion 의 오식으로 보인다 — 고치지 않고 그대로 둔다(01e 6장). 원문 'Garlic is considered to be about 5 times as potent as onion and leeks' — 상대 독성비라 체중당 용량이 아니어서 dose 에 넣지 않았다. 원문 도입이 '먹이지 말아야 할 사람 음식'이라고 밝혀 NEVER. 원문 말미에 정보 출처가 ASPCA · RSPCA · Purina · Cornell University Department of Animal Science 라고만 적혀 있고 항목별 출처 표기는 없다."
F-016-008,S-016,Agriculture Victoria (주정부),toxicity_food,cat,소금(짠 음식),,,,,,,,,NEVER,,"과도한 갈증과 배뇨, 나트륨 이온 중독",침울|떨림|체온 상승|발작,,,,"""Salt"" 절",2026-07-31,,ohb,원문 'Large amounts of salt' 라고만 하고 수치가 없어 dose 를 비웠다. 원문 도입이 '먹이지 말아야 할 사람 음식'이라고 밝혀 NEVER. 원문 말미에 정보 출처가 ASPCA · RSPCA · Purina · Cornell University Department of Animal Science 라고만 적혀 있고 항목별 출처 표기는 없다.
F-016-009,S-016,Agriculture Victoria (주정부),toxicity_food,cat,토마토,,,,,,,,,CAUTION,,격렬한 위장관 증상,과도한 침 흘림|식욕 부진|침울|쇠약|동공 확대|서맥,,,,"""Tomatoes"" 절",2026-07-31,,ohb,원문 마지막에 'Ripe fruit is non-toxic.' 이라고 명시해 전면 금지가 아니므로 CAUTION 으로 잡았다 — 이 자료에서 유일하게 NEVER 가 아닌 항목이라 팀장 확인. 원문은 잘 익은 열매만 무독성이라고 할 뿐 덜 익은 열매·줄기·잎 중 어디가 독성인지 밝히지 않아 toxic_part 를 비웠다. 독성 성분도 'a substance' 라고만 한다. 원문 도입이 '먹이지 말아야 할 사람 음식'이라고 밝혀 NEVER. 원문 말미에 정보 출처가 ASPCA · RSPCA · Purina · Cornell University Department of Animal Science 라고만 적혀 있고 항목별 출처 표기는 없다.
F-016-010,S-016,Agriculture Victoria (주정부),toxicity_food,cat,생 이스트 반죽,,,,,,,,,NEVER,,소화관 내에서 반죽이 부풀며 가스가 차 위 또는 장 파열 유발,복통,,,,"""Yeast dough"" 절",2026-07-31,,ohb,원문 'The risk diminishes after the dough is cooked and the yeast has fully risen' — 다 구워진 뒤에는 위험이 줄어든다고 밝힌다. 원문 도입이 '먹이지 말아야 할 사람 음식'이라고 밝혀 NEVER. 원문 말미에 정보 출처가 ASPCA · RSPCA · Purina · Cornell University Department of Animal Science 라고만 적혀 있고 항목별 출처 표기는 없다.
F-054-001,S-054,WSAVA 세계소동물수의사협회,nutrition,cat,간식 총량(1일 섭취 열량 대비),,,,,%,10,1일 총 섭취 열량,,,,,,,,,"""Developing healthy treating habits"" 절 · ""How many treats can I feed?"" 절",2026-07-31,,ohb,"원문 'Treats should always make up less than 10% of a cat's daily calorie intake.' 상한이라 dose 가 아니라 max_value 에 넣었다(그래서 unit 만 있고 dose 가 없다는 WARN 이 뜬다) — 개 쪽 F-053-001 과 같은 처리다. 원문은 간식을 '완전 균형식에 더해 주는 모든 음식(간식·츄·보조제·투약용 음식 포함, 시판품과 집에서 만든 것 모두)'으로 정의한다."
F-054-002,S-054,WSAVA 세계소동물수의사협회,nutrition,cat,체중별 1일 간식 허용 열량(성묘),,,,,,,1일 총 섭취 열량의 10%,성묘,,,,,,,,"""Feeding treats to your cat"" 절 — 체중별 간식 열량 표",2026-07-31,,ohb,"원문 표(체중 kg = 간식 열량 kcal/일): 2.5=18 · 3=20 · 3.5=21 · 4=22 · 4.5=24 · 5=25 · 5.5=26 · 6=26 · 7=28. 표 각주 '이상적인 체형의 건강한 평균 성묘의 1일 요구 열량 기준이며 개별 고양이의 요구량은 담당 수의팀과 상의하라'. kcal 은 검사기 허용 단위가 아니고 체중마다 값이 달라 dose·unit 에 넣지 않고 note 에만 남겼다 — 개 쪽 F-053-013 과 같은 처리. ⚠ 5.5 kg 과 6 kg 이 둘 다 26 으로 같은데, 개 쪽 S-053 표에서 PDF 텍스트 추출 오류(값 반복)가 실제로 나왔던 만큼 원본 PDF 대조가 필요하다 — 팀장 확인."
F-054-003,S-054,WSAVA 세계소동물수의사협회,nutrition,cat,간식 급여 원칙(식사 대체 금지·질식 예방·감독),,,,,,,,,,,,,,,,"""Developing healthy treating habits"" 절",2026-07-31,,ohb,"원문 요지: 간식은 절대 식사를 대체할 수 없고 모든 고양이에게 완전 균형식이 필요하다 · 간식은 질식 위험을 줄이도록 적절한 크기와 모양이어야 한다 · 츄·간식·장난감을 줄 때는 지켜본다 · 시판 간식의 열량이 라벨에 없으면 제조사에 문의한다 · 적정 체중 유지가 건강과 삶의 질에 필수다 · 간식 종류와 양은 담당 수의팀과 상의한다 · 간식 대신 함께 즐겁게 보내는 다른 방법도 고려한다. 원문은 간식이 훈련 보상·환경 풍부화·유대 강화에 쓰인다고 하면서도, 지나치면 주식의 영양 균형을 무너뜨리고 원치 않는 체중 증가를 부른다고 경고한다."
F-054-004,S-054,WSAVA 세계소동물수의사협회,toxicity_food,cat,뼈(익힌 것·생것),,,,,,,,,NEVER,,씹거나 삼켰을 때 심각한 손상,,,,,"""Unsafe treats"" 절",2026-07-31,"Abd Elkader et al. 2020, PLoS One 15(6):e0233983",ohb,원문 'Bones (cooked and raw) can be very dangerous and cause significant damage if chewed and/or ingested by cats.' 각주 3 은 고양이 식도 이물 논문이다. 손상 부위는 원문이 구체적으로 밝히지 않는다.
F-054-005,S-054,WSAVA 세계소동물수의사협회,toxicity_food,cat,비가공 생 동물성 간식,,,,,,,,,NEVER,,병원체(살모넬라 등) 전파 위험,,,,,"""Unsafe treats"" 절",2026-07-31,"Kukanich 2011, JAVMA 238(11):1430-1434 · Finley et al. 2006, Clin Infect Dis 42(5):686-691",ohb,"원문 'Unprocessed, raw animal-based treats are a risk of pathogen transmission.' 원문 본문은 병원체를 특정하지 않으나 각주 4·5 가 모두 살모넬라 논문이라 effect 에 예시로 적었다 — 팀장 확인. 개 쪽 원문(S-053)에는 '오염된 돼지 귀' 예시가 있는데 고양이판에는 없다."
F-054-006,S-054,WSAVA 세계소동물수의사협회,toxicity_food,cat,사람 음식·식탁 남은 음식,,,,,,,,,CAUTION,,,,,,,"""Unsafe treats"" 절",2026-07-31,"Rowe et al. 2017, Prev Vet Med 143:39-48 · Anon. 2013, Vet Rec 172(3):59 · Cortinovis & Caloni 2016, Front Vet Sci 3:26",ohb,"원문 'Human food and table scraps can be unhealthy and potentially dangerous to cats.' 금지가 아니라 주의라 CAUTION — 개 쪽 F-053-005 와 같은 처리. S-016(Agriculture Victoria)은 개별 사람 음식을 NEVER 로 잡고 있어 등급이 엇갈려 보일 수 있으나, 이 행은 '사람 음식 일반'이고 S-016 은 개별 품목이라 대상이 다르다 — 팀장 확인."
F-054-007,S-054,WSAVA 세계소동물수의사협회,toxicity_food,cat,양파·리크·샬롯·마늘·차이브(알리움류),,,,,,,,,NEVER,,,,,,,"""Unsafe treats"" 절 — Toxic food ingredients 목록 (Onions, leeks, shallots, garlic, chives)",2026-07-31,,ohb,원문은 성분 이름만 나열하고 증상·용량은 적지 않는다.
F-054-008,S-054,WSAVA 세계소동물수의사협회,toxicity_food,cat,포도·건포도·커런트·설타나,,,,,,,,,NEVER,,,,,,,"""Unsafe treats"" 절 — Toxic food ingredients 목록 (Grapes, raisins, currants and sultanas)",2026-07-31,,ohb,원문은 성분 이름만 나열하고 증상·용량은 적지 않는다.
F-054-009,S-054,WSAVA 세계소동물수의사협회,toxicity_food,cat,초콜릿,,,,,,,,,NEVER,,,,,,,"""Unsafe treats"" 절 — Toxic food ingredients 목록 (Chocolate)",2026-07-31,,ohb,원문은 성분 이름만 나열하고 증상·용량은 적지 않는다.
F-054-010,S-054,WSAVA 세계소동물수의사협회,toxicity_food,cat,자일리톨,,,,,,,,,NEVER,,,,,,,"""Unsafe treats"" 절 — Toxic food ingredients 목록 (Xylitol (sweetener))",2026-07-31,,ohb,원문은 성분 이름만 나열하고 증상·용량은 적지 않는다.
F-054-011,S-054,WSAVA 세계소동물수의사협회,toxicity_food,cat,알코올·생 이스트 반죽,,,,,,,,,NEVER,,,,,,,"""Unsafe treats"" 절 — Toxic food ingredients 목록 (Alcohol and raw yeast dough)",2026-07-31,,ohb,원문은 성분 이름만 나열하고 증상·용량은 적지 않는다.
F-054-012,S-054,WSAVA 세계소동물수의사협회,toxicity_food,cat,카페인 음료(커피·차·에너지드링크),,,,,,,,,NEVER,,,,,,,"""Unsafe treats"" 절 — Toxic food ingredients 목록 (Caffeinated drinks, including coffee, tea and energy drinks)",2026-07-31,,ohb,원문은 성분 이름만 나열하고 증상·용량은 적지 않는다.
F-054-013,S-054,WSAVA 세계소동물수의사협회,toxicity_food,cat,우유·유제품(유당 불내성),,,,,,,,,NEVER,,,,,,,"""Unsafe treats"" 절 — Toxic food ingredients 목록 (Milk and dairy products*)",2026-07-31,,ohb,"원문은 우유·유제품을 'Toxic food ingredients' 목록에 넣고, 각주로 'Many cats are lactose intolerant, therefore consumption of these products should be avoided' 라고 이유를 밝힌다. 중독이라기보다 유당 불내성인데 목록 표제가 'toxic' 이라 표현이 강하다 — 팀장 확인(S-016 F-016-006 과 같은 쟁점)."
F-054-014,S-054,WSAVA 세계소동물수의사협회,nutrition,cat,기저질환·식이 민감증·처방식 급여 중인 고양이의 간식,,,,,,,,,CAUTION,,,,,,,"""Unsafe treats"" 절 첫 문단",2026-07-31,"Nielson et al. 2024, PLoS One 19(1):e0296011 · Rowe et al. 2017, Prev Vet Med 143:39-48 · Abd Elkader et al. 2020, PLoS One 15(6):e0233983",ohb,"원문 'If your cat has a medical condition, dietary sensitivities, or is being fed a veterinary-prescribed diet, conventional treats may not be appropriate. Ask your veterinary healthcare team for advice if you are unsure what is suitable for your cat.' 수의팀에 문의하라는 안내이지 응급 행동 지시가 아니어서 triage_level 은 비웠다 — 팀장 확인."
F-054-015,S-054,WSAVA 세계소동물수의사협회,nutrition,cat,고양이에게 흔히 주는 사람 음식의 에너지 밀도,,,,,,,,,,,,,,,,에너지 밀도 표 (Food / Measure / Calories),2026-07-31,,ohb,"원문 표: 코티지치즈(지방 2%) 1oz/28g 25 kcal · 저지방 우유 2 fl oz/59ml 27 kcal · 익힌 새우 1oz/28g 29 kcal · 캔 참치(물에 담근 것) 1oz/28g 36 kcal · 익힌 연어살 1oz/28g 39 kcal · 햄 1oz/28g 46 kcal · 껍질 없는 닭가슴살(익힌 것) 1oz/28g 47 kcal · 껍질 없는 칠면조 가슴살 1oz/28g 50 kcal · 살코기 소고기(익힌 것) 1oz/28g 64 kcal · 체다치즈 1oz/28g 120 kcal. 원문 'For many cats, consuming just one of these food types in the specified quantity could exceed their maximum recommended daily calorie intake from treats' — 실제로 F-054-002 표의 간식 허용량(18-28 kcal/일)과 대조하면 체다치즈 1oz(120 kcal)는 4배를 넘는다. 원문이 급여 상한을 정하지는 않으므로 수치를 dose·max_value 에 넣지 않고 note 에만 남겼다 — nutrition 템플릿이 권장량으로 출력하면 뜻이 뒤집힌다(개 쪽 F-053-013 과 같은 처리). 팀장 확인."
F-020-001,S-020,Cornell Riney Canine Health Center,nutrition,dog,구리,,,기타,1.8,mg,,"1,000 kcal 당",성견,,,,,,,,"""Why is this incidence increasing?"" 절",2026-07-31,,ohb,"원문 ""About 1.8 mg per 1000 kcals is recommended for adult dogs"" — 권장 섭취량이라 지침 3장의 어느 역치 유형에도 맞지 않아 기타로 두었다(중독 역치 아님, 팀장 확인). 같은 자료 ""What diet should I use?"" 절에 AAFCO 가 최소 1.8 mg/1000 kcal 를 요구한다는 규제 기준이 따로 나오는데 수치가 같아 행을 나누지 않았다. 또 원문은 ""many dog foods contain about 6-10 mg per 1000 kcals, sometimes even more"" 라고 시판 사료 실제 함량을 밝히지만, nutrition 템플릿이 dose 를 ""최소 …가 권장된다""로 출력하므로 권장량으로 오독될 위험이 있어 별도 행으로 만들지 않았다."
F-020-002,S-020,Cornell Riney Canine Health Center,nutrition,dog,구리,,,기타,3.1,mg,,"1,000 kcal 당",자견,,,,,,,,"""Why is this incidence increasing?"" 절",2026-07-31,,ohb,"원문 ""puppies need around 3.1 mg per 1000 kcals"". 권장 섭취량이라 기타."
F-020-003,S-020,Cornell Riney Canine Health Center,nutrition,dog,저구리 처방식(Hill's l/d · Royal Canin Hepatic Support),,,성분 함량,,mg,1.2-1.3,"1,000 kcal 당",,,,,,,,,"""What diet should I use?"" 절",2026-07-31,,ohb,"원문 ""These diets have about 1.2-1.3 mg of copper per 1000 kcals"". 식단의 구리 함량이라 성분 함량으로 잡고 dose 가 아니라 max_value 에 넣었다 — nutrition 템플릿에서 dose 는 ""최소 …가 권장된다""로 나가는데 저구리 식이에서는 정반대 의미가 되기 때문이다(팀장 확인). 같은 절에 zinc gluconate 10 mg/kg 병용 연구가 나오지만 ""저구리 식이 단독 대비 추가 이점 없음""이 결론이라 권장량이 아니어서 행으로 만들지 않았다."
F-020-004,S-020,Cornell Riney Canine Health Center,nutrition,dog,구리 제한 자가조리 식단(약 300 kcal · Balance It® Canine-Cu 병용),,,성분 함량,,mg,0.3-0.4,"1,000 kcal 당",,,,,,,,,Diet Plan 표 (BEEF · CHICKEN · SALMON),2026-07-31,,ohb,원문 표의 Copper per 1000 kcals 행: 소고기 ~0.4 mg · 닭가슴살 ~0.3 mg · 연어 ~0.4 mg. 세 식단을 한 행으로 묶고 범위로 적었다. 급여량은 개체 열량 요구량에 맞춰 수의사와 정하라고 원문이 못박고 있다.
F-020-005,S-020,Cornell Riney Canine Health Center,nutrition,dog,구리 간병증 식단에서 제한하는 식품(내장육·복합곡물·조개류·버섯·녹색잎채소),,,,,,,,,,,,,,,,"""What if my dog will not eat commercial dog food?"" 절 — 5개 항목 목록",2026-07-31,,ohb,원문 목록: No organ meats / No complex grains / No shellfish / No mushrooms / Fewer green leafy vegetables. 구리 간병증 진단견의 식단 설계 지침이지 개 일반의 급여 금지가 아니므로 feeding_level 을 비웠다(질환 조건부 — 팀장 확인).
F-021-001,S-021,Wild Earth (사료회사 블로그),toxicity_food,dog,초콜릿(테오브로민),,,,,,,,,NEVER,,심장·뇌 과자극,,,,,"""How Toxic Foods Affect Dogs"" 절",2026-07-31,,ohb,"원문 ""Theobromine ... Accumulates in dogs' systems, overstimulating the heart and brain"". 카페인도 같은 항목에 묶여 있다. 수치는 없다."
F-021-002,S-021,Wild Earth (사료회사 블로그),toxicity_food,dog,자일리톨,,,,,,,,,NEVER,,급격한 인슐린 분비에 의한 저혈당 및 간 손상,,30분 이내,,,"""How Toxic Foods Affect Dogs"" 절",2026-07-31,,ohb,"원문 ""dangerously lowering blood sugar within 30 minutes and damaging the liver"" — 30분은 발현 시각이지 용량이 아니다."
F-021-003,S-021,Wild Earth (사료회사 블로그),toxicity_food,dog,포도·건포도,,,역치 없음,,,,,,NEVER,,급성 신부전,,24-72시간,,,"""How Toxic Foods Affect Dogs"" 절 · FAQ ""Why are grapes and raisins dangerous?""",2026-07-31,,ohb,"FAQ 원문 ""The toxin and safe dose remain unknown, making even small amounts emergencies"" 및 ""there is no truly safe minimum dose"" → 역치 없음. 수치가 없으므로 dose 는 비운다."
F-021-004,S-021,Wild Earth (사료회사 블로그),toxicity_food,dog,익힌 뼈,,,,,,,,,NEVER,,질식·내부 손상·장 폐색,,,,,"FAQ ""Are cooked bones unsafe?""",2026-07-31,,ohb,"원문 ""they splinter easily, causing choking, internal injuries, or blockages""."
F-021-005,S-021,Wild Earth (사료회사 블로그),toxicity_food,dog,마카다미아,,,,,,,,,NEVER,,,,,,,A to Z 목록 — M 행,2026-07-31,,ohb,"A to Z 목록에 이름만 올라 있고 개별 설명·수치는 없다. 목록 제목이 ""Poisonous & Toxic Foods""라 NEVER 로 잡았다. 자료 자체가 사료회사 블로그(tier 3)라 상위 출처와 어긋나면 상위를 따를 것."
F-021-006,S-021,Wild Earth (사료회사 블로그),toxicity_food,dog,이스트 반죽,,,,,,,,,NEVER,,,,,,,A to Z 목록 — Y 행 (Yeast Dough),2026-07-31,,ohb,"A to Z 목록에 이름만 올라 있고 개별 설명·수치는 없다. 목록 제목이 ""Poisonous & Toxic Foods""라 NEVER 로 잡았다. 자료 자체가 사료회사 블로그(tier 3)라 상위 출처와 어긋나면 상위를 따를 것."
F-021-007,S-021,Wild Earth (사료회사 블로그),toxicity_food,dog,육두구,,,,,,,,,NEVER,,,,,,,A to Z 목록 — N 행 (Nutmeg),2026-07-31,,ohb,"A to Z 목록에 이름만 올라 있고 개별 설명·수치는 없다. 목록 제목이 ""Poisonous & Toxic Foods""라 NEVER 로 잡았다. 자료 자체가 사료회사 블로그(tier 3)라 상위 출처와 어긋나면 상위를 따를 것."
F-021-008,S-021,Wild Earth (사료회사 블로그),toxicity_food,dog,생 감자·싹이 난 녹색 감자,,,,,,,,,NEVER,,,,,,,"A to Z 목록 — P 행 (Potatoes, Raw or Green)",2026-07-31,,ohb,"A to Z 목록에 이름만 올라 있고 개별 설명·수치는 없다. 목록 제목이 ""Poisonous & Toxic Foods""라 NEVER 로 잡았다. 자료 자체가 사료회사 블로그(tier 3)라 상위 출처와 어긋나면 상위를 따를 것."
F-021-009,S-021,Wild Earth (사료회사 블로그),toxicity_food,dog,대황 잎,,,,,,,,,NEVER,,,,,,,A to Z 목록 — R 행 (Rhubarb Leaves),2026-07-31,,ohb,"A to Z 목록에 이름만 올라 있고 개별 설명·수치는 없다. 목록 제목이 ""Poisonous & Toxic Foods""라 NEVER 로 잡았다. 자료 자체가 사료회사 블로그(tier 3)라 상위 출처와 어긋나면 상위를 따를 것."
F-021-010,S-021,Wild Earth (사료회사 블로그),toxicity_food,dog,야생 버섯,,,,,,,,,NEVER,,,,,,,"A to Z 목록 — M 행 (Mushrooms, Wild)",2026-07-31,,ohb,"A to Z 목록에 이름만 올라 있고 개별 설명·수치는 없다. 목록 제목이 ""Poisonous & Toxic Foods""라 NEVER 로 잡았다. 자료 자체가 사료회사 블로그(tier 3)라 상위 출처와 어긋나면 상위를 따를 것."
F-021-011,S-021,Wild Earth (사료회사 블로그),symptom,dog,식품 중독 의심 증상,,,,,,,,,,,,구토|설사|호흡곤란|침 흘림|안절부절·이상 흥분|떨림|쇠약·기립 곤란|발작|배뇨 감소,,증상이 나타나면 즉시 수의사·응급병원 또는 중독 핫라인에 연락,,"""Signs of Food Toxicity"" 절",2026-07-31,,ohb,"원문은 ""Symptoms may appear quickly or be delayed"" 라고만 하고 발현 시각을 특정하지 않는다."
F-021-012,S-021,Wild Earth (사료회사 블로그),emergency,dog,중독 의심 시 응급 대응(자가 구토 유도 금지),,,,,,,,,,CALL_NOW,,,,개를 원인 물질에서 즉시 떼어놓기|먹은 것·양·시각 확인하고 포장 보관|임의로 구토를 유도하지 말 것|수의사·응급병원 또는 Pet Poison Helpline (855)-764-7661 에 즉시 연락|수의사 승인 없이 사람 약을 주지 말 것,,"""Emergency Response Steps"" 1~6단계",2026-07-31,,ohb,"원문 ""Call for Expert Help Immediately: Contact your vet, emergency clinic, or Pet Poison Helpline"" → 행동 지시가 명시적이라 CALL_NOW. ""바로 응급실로""라는 표현은 없어 EMERGENCY 는 쓰지 않았다."
F-063-001,S-063,AAHA,toxicity_food,dog,양파,,,,,,,,,NEVER,,적혈구 손상에 의한 빈혈,쇠약|점막 창백|황달|허탈,,,,1. Onions and garlic 절,2026-07-31,,ohb,원문은 고양이가 훨씬 더 민감하다고 덧붙이지만 이 자료는 개 대상이라 species=dog 로 두었다.
F-063-002,S-063,AAHA,toxicity_food,dog,마늘,,,,,,,,,NEVER,,적혈구 손상에 의한 빈혈,쇠약|점막 창백|황달|허탈,,,,1. Onions and garlic 절,2026-07-31,,ohb,"원문 ""Garlic is more toxic than onions"" — 상대 독성만 말하고 수치는 없다."
F-063-003,S-063,AAHA,toxicity_food,dog,초콜릿(테오브로민),,,,,,,,,NEVER,,테오브로민·카페인 중독,구토|설사|과다 활동|빠른 호흡|발작,,,,2. Chocolate desserts 절,2026-07-31,,ohb,원문은 자일리톨로 단맛을 낸 디저트도 함께 경고한다.
F-063-004,S-063,AAHA,toxicity_food,dog,포도·건포도,,,,,,,,,NEVER,,신부전,구토|식욕 저하|무기력|과도한 갈증과 배뇨,,,,3. Grapes and raisins 절,2026-07-31,,ohb,"원문 ""the tartaric acid in grapes is considered the culprit, the exact toxic substance is unknown"" 이고 개체차가 크다고 명시(""some developing toxicity from a few grapes, while others can eat a grape or two with no problem""). 수치가 없어 dose 를 비웠다."
F-063-005,S-063,AAHA,toxicity_food,dog,옥수수 속대,,,,,,,,,NEVER,,질식 또는 장 폐색,구토|식욕 저하|배변 시 힘주기,,,,4. Corn on the cob 절,2026-07-31,,ohb,"원문은 옥수수 알갱이 자체는 유해하지 않다(""corn itself isn't harmful"")고 구분한다 — 위험한 것은 속대다."
